timestamp,event_type,user,host,source_ip,parent_process,process_name,command_line,target_user,registry_path,destination_ip,destination_port,status
2026-03-09 01:47:04.996557,auth_success,alice,ws-1001,10.0.1.10,winword.exe,powershell.exe,notepad.exe notes.txt,alice,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,139.0,success
2026-03-09 01:49:04.996557,network_connection,frank,eng-2201,192.168.1.20,cmd.exe,reg.exe,wmic process call create powershell.exe,grace,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,139.0,failure
2026-03-09 01:50:04.996557,auth_success,eve,dc-01,10.0.1.10,excel.exe,reg.exe,notepad.exe notes.txt,bob,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,139.0,success
2026-03-09 01:51:04.996557,auth_failure,alice,eng-2201,192.168.1.20,winword.exe,rundll32.exe,cmd.exe /c whoami && net user,david,,192.168.1.20,139.0,success
2026-03-09 01:52:04.996557,network_connection,david,ws-1002,10.0.0.15,services.exe,cmd.exe,reg.exe query HKLM\Software,bob,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,139.0,success
2026-03-09 01:55:04.996557,auth_failure,charlie,eng-2201,10.0.0.15,outlook.exe,rundll32.exe,reg.exe query HKLM\Software,alice,,10.0.0.15,3389.0,failure
2026-03-09 01:56:04.996557,network_connection,frank,ws-1001,192.168.1.20,outlook.exe,cmd.exe,wmic cpu get name,grace,,10.0.0.15,139.0,success
2026-03-09 01:56:04.996557,network_connection,grace,hr-4401,10.0.0.15,cmd.exe,rundll32.exe,powershell.exe -EncodedCommand SQBFAFgA,david,,10.0.5.55,135.0,failure
2026-03-09 01:57:04.996557,auth_failure,bob,ws-1001,10.0.5.55,cmd.exe,reg.exe,reg.exe query HKLM\Software,eve,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,80.0,success
2026-03-09 01:58:04.996557,auth_failure,alice,eng-2201,10.0.5.55,cmd.exe,reg.exe,notepad.exe notes.txt,charlie,,192.168.1.20,443.0,failure
2026-03-09 02:00:04.996557,network_connection,charlie,ws-1002,10.0.1.10,services.exe,wmic.exe,wmic cpu get name,david,,192.168.1.20,3389.0,failure
2026-03-09 02:01:04.996557,process_start,grace,ws-1003,10.0.5.55,outlook.exe,reg.exe,reg.exe query HKLM\Software,eve,,10.0.0.22,445.0,failure
2026-03-09 02:01:04.996557,auth_failure,david,hr-4401,10.0.0.22,services.exe,reg.exe,cmd.exe /c dir,grace,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.1.10,3389.0,success
2026-03-09 02:02:04.996557,network_connection,alice,ws-1002,192.168.1.20,excel.exe,rundll32.exe,reg.exe query HKLM\Software,bob,,10.0.1.10,3389.0,success
2026-03-09 02:06:04.996557,process_start,alice,dc-01,10.0.0.22,outlook.exe,notepad.exe,cmd.exe /c dir,charlie,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,3389.0,failure
2026-03-09 02:07:04.996557,auth_success,eve,ws-1003,10.0.0.15,cmd.exe,wmic.exe,notepad.exe notes.txt,grace,,10.0.1.10,443.0,failure
2026-03-09 02:08:04.996557,registry_change,david,ws-1002,10.0.1.10,services.exe,cmd.exe,notepad.exe notes.txt,frank,,192.168.1.20,135.0,failure
2026-03-09 02:09:04.996557,network_connection,charlie,eng-2201,10.0.0.22,winword.exe,reg.exe,cmd.exe /c dir,charlie,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,139.0,failure
2026-03-09 02:11:04.996557,process_start,grace,eng-2201,10.0.1.10,explorer.exe,notepad.exe,cmd.exe /c dir,bob,,10.0.5.55,3389.0,success
2026-03-09 02:12:04.996557,process_start,david,dc-01,192.168.1.20,winword.exe,powershell.exe,wmic cpu get name,charlie,,10.0.0.22,443.0,failure
2026-03-09 02:13:04.996557,network_connection,grace,ws-1002,10.0.5.55,outlook.exe,reg.exe,powershell.exe Get-Process,david,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,139.0,failure
2026-03-09 02:15:04.996557,registry_change,frank,eng-2201,192.168.1.20,cmd.exe,powershell.exe,reg.exe query HKLM\Software,alice,,10.0.1.10,445.0,success
2026-03-09 02:16:04.996557,auth_failure,bob,ws-1003,10.0.0.15,explorer.exe,cmd.exe,powershell.exe Get-Process,alice,,192.168.1.20,80.0,failure
2026-03-09 02:16:04.996557,auth_failure,eve,ws-1003,10.0.5.55,cmd.exe,cmd.exe,cmd.exe /c dir,grace,,10.0.0.15,135.0,success
2026-03-09 02:20:04.996557,process_start,bob,ws-1003,10.0.0.22,services.exe,wmic.exe,reg.exe query HKLM\Software,grace,,10.0.5.55,3389.0,failure
2026-03-09 02:20:04.996557,auth_failure,david,eng-2201,10.0.0.15,services.exe,cmd.exe,notepad.exe notes.txt,alice,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,139.0,success
2026-03-09 02:21:04.996557,network_connection,frank,hr-4401,10.0.5.55,cmd.exe,rundll32.exe,reg.exe add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v Updater /t REG_SZ /d malware.exe,bob,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,3389.0,success
2026-03-09 02:22:04.996557,registry_change,david,hr-4401,10.0.5.55,explorer.exe,powershell.exe,reg.exe add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v Updater /t REG_SZ /d malware.exe,frank,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,3389.0,failure
2026-03-09 02:23:04.996557,process_start,alice,eng-2201,10.0.1.10,cmd.exe,powershell.exe,wmic cpu get name,charlie,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,139.0,success
2026-03-09 02:27:04.996557,network_connection,grace,ws-1003,10.0.0.22,winword.exe,cmd.exe,notepad.exe notes.txt,charlie,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,80.0,failure
2026-03-09 02:31:04.996557,process_start,charlie,ws-1002,10.0.0.15,excel.exe,cmd.exe,reg.exe add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v Updater /t REG_SZ /d malware.exe,bob,,10.0.1.10,139.0,failure
2026-03-09 02:31:04.996557,process_start,bob,ws-1003,10.0.5.55,outlook.exe,cmd.exe,reg.exe query HKLM\Software,bob,,10.0.5.55,80.0,success
2026-03-09 02:33:04.996557,process_start,alice,ws-1001,10.0.5.55,excel.exe,reg.exe,reg.exe query HKLM\Software,bob,,10.0.0.22,139.0,failure
2026-03-09 02:34:04.996557,network_connection,grace,eng-2201,10.0.1.10,explorer.exe,wmic.exe,wmic cpu get name,alice,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,445.0,success
2026-03-09 02:35:04.996557,registry_change,charlie,ws-1002,10.0.0.15,outlook.exe,wmic.exe,notepad.exe notes.txt,bob,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,443.0,success
2026-03-09 02:38:04.996557,network_connection,charlie,ws-1002,192.168.1.20,excel.exe,reg.exe,powershell.exe Get-Process,frank,,10.0.1.10,139.0,failure
2026-03-09 02:40:04.996557,process_start,frank,ws-1001,10.0.0.15,excel.exe,rundll32.exe,notepad.exe notes.txt,charlie,,10.0.1.10,3389.0,success
2026-03-09 02:43:04.996557,auth_success,alice,ws-1003,10.0.1.10,cmd.exe,reg.exe,wmic cpu get name,frank,,10.0.1.10,445.0,failure
2026-03-09 02:48:04.996557,auth_failure,eve,dc-01,10.0.1.10,winword.exe,powershell.exe,notepad.exe notes.txt,eve,,10.0.1.10,139.0,failure
2026-03-09 02:53:04.996557,process_start,bob,hr-4401,192.168.1.20,services.exe,wmic.exe,reg.exe query HKLM\Software,eve,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,135.0,success
2026-03-09 02:55:04.996557,process_start,charlie,dc-01,10.0.0.22,excel.exe,notepad.exe,wmic cpu get name,frank,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,80.0,failure
2026-03-09 02:56:04.996557,process_start,frank,eng-2201,192.168.1.20,excel.exe,notepad.exe,powershell.exe Get-Process,david,,10.0.0.22,443.0,success
2026-03-09 02:58:04.996557,process_start,alice,ws-1002,10.0.5.55,excel.exe,wmic.exe,notepad.exe notes.txt,alice,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,445.0,success
2026-03-09 02:59:04.996557,auth_success,eve,hr-4401,10.0.0.22,explorer.exe,cmd.exe,cmd.exe /c dir,frank,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,139.0,success
2026-03-09 03:01:04.996557,process_start,grace,dc-01,10.0.5.55,explorer.exe,powershell.exe,cmd.exe /c dir,charlie,,10.0.0.15,445.0,failure
2026-03-09 03:06:04.996557,network_connection,david,ws-1003,10.0.0.15,outlook.exe,rundll32.exe,powershell.exe Get-Process,frank,,10.0.5.55,3389.0,failure
2026-03-09 03:06:04.996557,network_connection,frank,ws-1002,10.0.1.10,outlook.exe,notepad.exe,wmic cpu get name,charlie,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,135.0,success
2026-03-09 03:07:04.996557,network_connection,charlie,dc-01,10.0.5.55,excel.exe,rundll32.exe,notepad.exe notes.txt,eve,,10.0.1.10,139.0,success
2026-03-09 03:08:04.996557,process_start,eve,ws-1001,10.0.5.55,explorer.exe,powershell.exe,powershell.exe Get-Process,alice,,10.0.5.55,443.0,failure
2026-03-09 03:10:04.996557,registry_change,eve,ws-1002,10.0.0.15,explorer.exe,notepad.exe,notepad.exe notes.txt,grace,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.1.10,135.0,failure
2026-03-09 03:14:04.996557,auth_success,eve,hr-4401,10.0.5.55,services.exe,rundll32.exe,reg.exe add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v Updater /t REG_SZ /d malware.exe,frank,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.1.10,445.0,success
2026-03-09 03:14:04.996557,auth_failure,grace,ws-1003,192.168.1.20,explorer.exe,cmd.exe,powershell.exe Get-Process,grace,,10.0.0.15,445.0,failure
2026-03-09 03:16:04.996557,network_connection,frank,ws-1002,192.168.1.20,winword.exe,wmic.exe,notepad.exe notes.txt,david,,10.0.0.22,80.0,failure
2026-03-09 03:17:04.996557,registry_change,grace,ws-1002,10.0.1.10,cmd.exe,notepad.exe,cmd.exe /c dir,alice,,10.0.1.10,3389.0,success
2026-03-09 03:18:04.996557,registry_change,grace,eng-2201,10.0.1.10,winword.exe,rundll32.exe,wmic cpu get name,grace,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,445.0,failure
2026-03-09 03:18:04.996557,auth_failure,bob,eng-2201,10.0.0.22,excel.exe,rundll32.exe,reg.exe query HKLM\Software,grace,,192.168.1.20,139.0,success
2026-03-09 03:19:04.996557,auth_success,david,ws-1002,192.168.1.20,outlook.exe,wmic.exe,reg.exe query HKLM\Software,frank,,192.168.1.20,445.0,failure
2026-03-09 03:19:04.996557,process_start,alice,hr-4401,10.0.0.22,explorer.exe,wmic.exe,cmd.exe /c dir,eve,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,445.0,success
2026-03-09 03:22:04.996557,network_connection,frank,ws-1002,10.0.5.55,winword.exe,rundll32.exe,notepad.exe notes.txt,frank,,10.0.0.22,3389.0,failure
2026-03-09 03:22:04.996557,auth_failure,grace,dc-01,10.0.1.10,explorer.exe,powershell.exe,notepad.exe notes.txt,alice,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,445.0,success
2026-03-09 03:25:04.996557,auth_failure,grace,ws-1002,10.0.0.15,cmd.exe,wmic.exe,powershell.exe Get-Process,grace,,10.0.5.55,135.0,failure
2026-03-09 03:28:04.996557,registry_change,david,eng-2201,192.168.1.20,services.exe,wmic.exe,powershell.exe Get-Process,bob,,10.0.1.10,3389.0,success
2026-03-09 03:28:04.996557,process_start,charlie,eng-2201,10.0.1.10,excel.exe,reg.exe,wmic cpu get name,charlie,,10.0.1.10,443.0,failure
2026-03-09 03:31:04.996557,auth_failure,eve,ws-1001,10.0.0.22,explorer.exe,powershell.exe,powershell.exe Get-Process,frank,,10.0.0.22,80.0,success
2026-03-09 03:32:04.996557,process_start,grace,eng-2201,192.168.1.20,cmd.exe,rundll32.exe,powershell.exe -EncodedCommand SQBFAFgA,eve,,10.0.0.15,135.0,failure
2026-03-09 03:32:04.996557,auth_failure,frank,dc-01,10.0.1.10,outlook.exe,rundll32.exe,reg.exe query HKLM\Software,charlie,,192.168.1.20,3389.0,failure
2026-03-09 03:36:04.996557,process_start,eve,ws-1003,192.168.1.20,excel.exe,rundll32.exe,reg.exe query HKLM\Software,bob,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,80.0,failure
2026-03-09 03:39:04.996557,process_start,frank,ws-1001,10.0.1.10,winword.exe,reg.exe,reg.exe query HKLM\Software,grace,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,80.0,failure
2026-03-09 03:40:04.996557,registry_change,eve,ws-1001,10.0.5.55,outlook.exe,powershell.exe,cmd.exe /c dir,grace,,10.0.1.10,80.0,success
2026-03-09 03:40:04.996557,network_connection,grace,eng-2201,10.0.0.22,cmd.exe,wmic.exe,reg.exe query HKLM\Software,david,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.1.10,443.0,failure
2026-03-09 03:44:04.996557,registry_change,alice,ws-1002,10.0.0.15,services.exe,powershell.exe,notepad.exe notes.txt,frank,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,443.0,success
2026-03-09 03:45:04.996557,network_connection,david,ws-1002,10.0.0.15,services.exe,reg.exe,wmic cpu get name,alice,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.1.10,445.0,failure
2026-03-09 03:46:04.996557,process_start,bob,ws-1001,10.0.5.55,services.exe,cmd.exe,powershell.exe -nop -w hidden -enc SQBuAHYAbwBrAGUALQBtAGkAbQBpAGsAYQB0AHoA,charlie,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,135.0,success
2026-03-09 03:46:04.996557,network_connection,frank,ws-1002,10.0.0.15,cmd.exe,wmic.exe,wmic cpu get name,bob,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.1.10,80.0,success
2026-03-09 03:46:04.996557,process_start,grace,hr-4401,10.0.5.55,outlook.exe,reg.exe,wmic cpu get name,frank,,10.0.1.10,80.0,success
2026-03-09 03:49:04.996557,process_start,charlie,ws-1003,10.0.0.15,winword.exe,rundll32.exe,reg.exe query HKLM\Software,grace,,10.0.0.15,139.0,failure
2026-03-09 03:53:04.996557,process_start,charlie,dc-01,10.0.1.10,cmd.exe,powershell.exe,powershell.exe Get-Process,bob,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,445.0,success
2026-03-09 03:54:04.996557,auth_success,frank,hr-4401,192.168.1.20,explorer.exe,wmic.exe,reg.exe add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v Updater /t REG_SZ /d malware.exe,charlie,,10.0.1.10,443.0,success
2026-03-09 03:55:04.996557,process_start,eve,dc-01,10.0.5.55,explorer.exe,reg.exe,notepad.exe notes.txt,charlie,,10.0.0.15,139.0,failure
2026-03-09 03:57:04.996557,auth_failure,frank,eng-2201,10.0.0.22,explorer.exe,rundll32.exe,wmic cpu get name,david,,10.0.1.10,80.0,success
2026-03-09 03:58:04.996557,auth_failure,alice,dc-01,192.168.1.20,excel.exe,rundll32.exe,powershell.exe Get-Process,alice,,10.0.1.10,135.0,failure
2026-03-09 03:59:04.996557,process_start,frank,ws-1002,192.168.1.20,explorer.exe,powershell.exe,notepad.exe notes.txt,david,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,443.0,failure
2026-03-09 04:00:04.996557,process_start,frank,ws-1002,10.0.0.15,outlook.exe,reg.exe,reg.exe query HKLM\Software,charlie,,10.0.1.10,3389.0,failure
2026-03-09 04:06:04.996557,auth_failure,frank,ws-1001,10.0.0.22,services.exe,cmd.exe,wmic cpu get name,charlie,,10.0.5.55,80.0,success
2026-03-09 04:12:04.996557,process_start,bob,eng-2201,10.0.0.22,excel.exe,wmic.exe,reg.exe add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v Updater /t REG_SZ /d malware.exe,eve,,10.0.0.22,80.0,failure
2026-03-09 04:12:04.996557,auth_failure,frank,ws-1003,10.0.0.15,outlook.exe,notepad.exe,reg.exe query HKLM\Software,frank,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,135.0,failure
2026-03-09 04:13:04.996557,process_start,bob,ws-1002,10.0.5.55,excel.exe,rundll32.exe,wmic cpu get name,eve,,10.0.5.55,135.0,failure
2026-03-09 04:15:04.996557,process_start,charlie,ws-1003,10.0.5.55,excel.exe,wmic.exe,cmd.exe /c dir,david,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,139.0,failure
2026-03-09 04:16:04.996557,auth_failure,eve,hr-4401,10.0.5.55,cmd.exe,cmd.exe,notepad.exe notes.txt,charlie,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,139.0,success
2026-03-09 04:20:04.996557,process_start,david,hr-4401,10.0.0.22,services.exe,wmic.exe,cmd.exe /c whoami && net user,bob,,10.0.0.15,3389.0,success
2026-03-09 04:21:04.996557,auth_failure,grace,ws-1002,10.0.0.15,services.exe,cmd.exe,reg.exe query HKLM\Software,alice,,10.0.0.22,445.0,failure
2026-03-09 04:22:04.996557,auth_success,charlie,dc-01,10.0.0.22,winword.exe,powershell.exe,cmd.exe /c whoami && net user,grace,,10.0.0.22,3389.0,failure
2026-03-09 04:22:04.996557,process_start,alice,dc-01,10.0.0.22,services.exe,powershell.exe,wmic cpu get name,frank,,10.0.0.22,3389.0,success
2026-03-09 04:24:04.996557,auth_success,david,hr-4401,10.0.5.55,explorer.exe,rundll32.exe,wmic cpu get name,charlie,,192.168.1.20,80.0,failure
2026-03-09 04:27:04.996557,process_start,frank,ws-1001,192.168.1.20,cmd.exe,rundll32.exe,notepad.exe notes.txt,bob,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.1.10,139.0,success
2026-03-09 04:28:04.996557,process_start,eve,ws-1002,10.0.0.22,excel.exe,notepad.exe,powershell.exe Get-Process,charlie,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,135.0,failure
2026-03-09 04:28:04.996557,registry_change,charlie,ws-1001,10.0.0.22,outlook.exe,rundll32.exe,notepad.exe notes.txt,alice,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,80.0,success
2026-03-09 04:30:04.996557,process_start,charlie,ws-1003,10.0.1.10,services.exe,rundll32.exe,reg.exe query HKLM\Software,alice,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,80.0,failure
2026-03-09 04:31:04.996557,auth_success,alice,eng-2201,10.0.5.55,winword.exe,cmd.exe,notepad.exe notes.txt,david,,192.168.1.20,3389.0,success
2026-03-09 04:33:04.996557,process_start,david,hr-4401,10.0.0.15,outlook.exe,cmd.exe,powershell.exe Get-Process,alice,,10.0.0.22,139.0,success
2026-03-09 04:34:04.996557,auth_success,grace,ws-1002,10.0.1.10,explorer.exe,wmic.exe,powershell.exe Get-Process,alice,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,139.0,success
2026-03-09 04:34:04.996557,process_start,bob,eng-2201,192.168.1.20,excel.exe,powershell.exe,cmd.exe /c dir,alice,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,443.0,success
2026-03-09 04:35:04.996557,auth_failure,bob,dc-01,10.0.5.55,explorer.exe,cmd.exe,reg.exe query HKLM\Software,david,,192.168.1.20,139.0,success
2026-03-09 04:38:04.996557,process_start,eve,hr-4401,192.168.1.20,cmd.exe,notepad.exe,powershell.exe -nop -w hidden -enc SQBuAHYAbwBrAGUALQBtAGkAbQBpAGsAYQB0AHoA,eve,,10.0.0.15,443.0,success
2026-03-09 04:39:04.996557,process_start,frank,ws-1003,192.168.1.20,excel.exe,reg.exe,wmic cpu get name,charlie,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,443.0,success
2026-03-09 04:40:04.996557,auth_success,alice,dc-01,10.0.0.15,cmd.exe,powershell.exe,notepad.exe notes.txt,grace,,10.0.1.10,80.0,success
2026-03-09 04:40:04.996557,process_start,grace,hr-4401,10.0.5.55,services.exe,reg.exe,cmd.exe /c dir,eve,,10.0.0.22,443.0,success
